road	Z5469
km	0.675
type	RCC Girder Bridge
lrpName	LRPSc
name	Sahebganj Bazar Bridge
length	15
condition	D
structureNr	118792
est cost	150
roadName	Atrai-Singra Road
chainage	0.675
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.6113056 
lon	88.9807493 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118792&vRoadID=549&vSurveyYear=2013&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118792&vRoadID=549&vSurveyYear=2013&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118792&vRoadID=549&vSurveyYear=2013&vSubdivID=305
