road	Z1812
km	6.294
type	Baily with Steel Deck
lrpName	LRP006g
name	Khumipara Bridge
length	19.77
condition	B
structureNr	121711
est cost	0.091
roadName	Chimbuk-Ruma Road
chainage	6.294
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.0996663 
lon	92.2808327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121711&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121711&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121711&vRoadID=353&vSurveyYear=2013&vSubdivID=285
