road	Z1812
km	16.38
type	Baily with Steel Deck
lrpName	LRP018e
name	Koikhonchori Bridge-3
length	33
condition	A
structureNr	121759
est cost	0
roadName	Chimbuk-Ruma Road
chainage	16.38
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.0592222 
lon	92.3571944 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121759&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121759&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121759&vRoadID=353&vSurveyYear=2013&vSubdivID=285
