road	Z1812
km	6.294
type	Baily with Steel Deck
lrpName	LRP006g
name	BATH CHARA
length	19
condition	A
structureNr	102991
est cost	0
roadName	Chimbuk-Ruma Road
chainage	6.294
width	3.5
constructionYear	1986
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.082333333333334
lon	92.27791666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102991&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102991&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102991&vRoadID=353&vSurveyYear=2004&vSubdivID=285
