road	Z1812
km	6.818
type	Baily with Steel Deck
lrpName	LRP007e
name	BATH CHARA
length	30
condition	A
structureNr	102997
est cost	0
roadName	Chimbuk-Ruma Road
chainage	6.818
width	3.5
constructionYear	1980
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.083111111111112
lon	92.28077777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102997&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102997&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102997&vRoadID=353&vSurveyYear=2004&vSubdivID=285
