road	Z1812
km	5.691
type	Baily with Steel Deck
lrpName	LRP006e
name	Y junction Bridge-13
length	25.7
condition	C
structureNr	121710
est cost	0.441
roadName	Chimbuk-Ruma Road
chainage	5.691
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.0833608 
lon	92.2802771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121710&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121710&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121710&vRoadID=353&vSurveyYear=2013&vSubdivID=285
