road	Z1812
km	23.36
type	Baily with Steel Deck
lrpName	LRP026d
name	RUMA BAZAR
length	9
condition	A
structureNr	103036
est cost	0
roadName	Chimbuk-Ruma Road
chainage	23.36
width	3.5
constructionYear	1986
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.060000000000002
lon	92.37686111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103036&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103036&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103036&vRoadID=353&vSurveyYear=2004&vSubdivID=285
