road	N603
km	11.77
type	Box Culvert
lrpName	LRP011d
name	.
length	3.5
condition	A
structureNr	102696
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	11.77
width	12.13
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.402777777777775
lon	88.62527777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102696&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102696&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102696&vRoadID=48&vSurveyYear=2004&vSubdivID=302
