road	N603
km	9.737
type	Box Culvert
lrpName	LRP009e
name	.
length	3.58
condition	A
structureNr	102679
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	9.737
width	12.18
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.398888888888887
lon	88.64527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102679&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102679&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102679&vRoadID=48&vSurveyYear=2004&vSubdivID=304
