road	N603
km	13.41
type	Box Culvert
lrpName	LRP013b
name	.
length	3.35
condition	A
structureNr	102741
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	13.41
width	12.01
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.40833333333333
lon	88.61055555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102741&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102741&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102741&vRoadID=48&vSurveyYear=2004&vSubdivID=302
