road	Z7457
km	11.955
type	Box Culvert
lrpName	LRP012c
name	.
length	1.3
condition	B
structureNr	109119
est cost	0.1
roadName	Jhenaidah-Harinakunda Road
chainage	11.955
width	7.65
constructionYear	1986
spans	1
zone	Khulna
circle	Jessore
division	Jhenaidah
sub-division	Jhenaidah
lat	23.603250000000003
lon	89.08163888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109119&vRoadID=740&vSurveyYear=2004&vSubdivID=326
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109119&vRoadID=740&vSurveyYear=2004&vSubdivID=326
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109119&vRoadID=740&vSurveyYear=2004&vSubdivID=326
