road	Z5046
km	0.973
type	Truss with Steel Deck
lrpName	LRPSb
name	.
length	37.3
condition	A
structureNr	109497
est cost	26
roadName	Ullahpara-Purnimagati-Taras Road
chainage	0.973
width	4.48
constructionYear	1994
spans	1
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Ullapara
lat	24.328611111111112
lon	89.55388888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109497&vRoadID=578&vSurveyYear=2004&vSubdivID=314
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109497&vRoadID=578&vSurveyYear=2004&vSubdivID=314
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109497&vRoadID=578&vSurveyYear=2004&vSubdivID=314
