road	Z1021
km	0.516
type	Baily with Steel Deck
lrpName	LRPSc
name	Porbha gobania Bridge
length	12.43
condition	C
structureNr	121276
est cost	130
roadName	Mirsarai-Fatikchhari (Narayanhat) Road
chainage	0.516
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.7761382 
lon	91.5789716 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121276&vRoadID=299&vSurveyYear=2013&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121276&vRoadID=299&vSurveyYear=2013&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121276&vRoadID=299&vSurveyYear=2013&vSubdivID=271
