road	Z1021
km	0.88
type	Baily with Steel Deck
lrpName	LRPSe
name	RAMBARI
length	6.1
condition	D
structureNr	105696
est cost	16.5
roadName	Mirsarai-Fatikchhari (Narayanhat) Road
chainage	0.88
width	3.5
constructionYear	1987
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.776055555555555
lon	91.57908333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105696&vRoadID=299&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105696&vRoadID=299&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105696&vRoadID=299&vSurveyYear=2004&vSubdivID=271
