road	R890
km	64.48
type	Box Culvert
lrpName	LRP064b
name	.
length	10.5
condition	B
structureNr	107417
est cost	0.005
roadName	Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road
chainage	64.48
width	7.2
constructionYear	1986
spans	2
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Charfession
lat	22.258055555555554
lon	90.74361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107417&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107417&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107417&vRoadID=176&vSurveyYear=2004&vSubdivID=337
