road	R890
km	85.231
type	Box Culvert
lrpName	LRP085a
name	.
length	1.95
condition	A
structureNr	107484
est cost	0
roadName	Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road
chainage	85.231
width	10.9
constructionYear	2000
spans	1
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Charfession
lat	22.10777777777778
lon	90.69500000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107484&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107484&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107484&vRoadID=176&vSurveyYear=2004&vSubdivID=337
