road	Z4025
km	5.489
type	Box Culvert
lrpName	LRP006a
name	PANDIT PARA
length	3
condition	B
structureNr	105112
est cost	0.2
roadName	Jamalpur (Pouro Gate)-Kalibari-Sharisabari (Bausi) Road
chainage	5.489
width	7.9
constructionYear	1992
spans	1
zone	Mymensingh
circle	Jamalpur
division	Jamalpur
sub-division	Jamalpur-1
lat	24.856361111111113
lon	89.90380555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105112&vRoadID=289&vSurveyYear=2004&vSubdivID=524
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105112&vRoadID=289&vSurveyYear=2004&vSubdivID=524
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105112&vRoadID=289&vSurveyYear=2004&vSubdivID=524
