road	N3
km	40.546
type	Box Culvert
lrpName	LRP041a
name	BANIARCHALA BOX CULVERT
length	9.4
condition	B
structureNr	101522
est cost	1.25
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	40.546
width	11.5
constructionYear	2004
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.16075
lon	90.42713888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101522&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101522&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101522&vRoadID=19&vSurveyYear=2004&vSubdivID=513
