road	N3
km	84.621
type	Slab Culvert
lrpName	LRP086a
name	AWULTIL SLAB CULVERT
length	6.1
condition	C
structureNr	101464
est cost	0.95
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	84.621
width	12.2
constructionYear	1979
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.5275
lon	90.40194444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101464&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101464&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101464&vRoadID=19&vSurveyYear=2004&vSubdivID=529
