road	N3
km	70.162
type	Box Culvert
lrpName	LRP072d
name	BHALUKA BAZAR BOX CULVERT
length	4.6
condition	B
structureNr	101490
est cost	0.3
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	70.162
width	12.15
constructionYear	1964
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.404777777777777
lon	90.38605555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101490&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101490&vRoadID=19&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101490&vRoadID=19&vSurveyYear=2004&vSubdivID=529
