road	N3
km	39.162
type	Box Culvert
lrpName	LRP039a
name	BOBRIPUR BOX CULVERT
length	6.1
condition	B
structureNr	101517
est cost	0.25
roadName	Dhaka (Banani)-Joydebpur-Mymensingh Road
chainage	39.162
width	10.3
constructionYear	2004
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.139055555555554
lon	90.417
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101517&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101517&vRoadID=19&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101517&vRoadID=19&vSurveyYear=2004&vSubdivID=513
