road	R720
km	25.229
type	Box Culvert
lrpName	LRP025c
name	.
length	1.93
condition	A
structureNr	104030
est cost	0
roadName	Magura-Narail Road
chainage	25.229
width	11.1
constructionYear	2000
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.321944444444444
lon	89.49555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104030&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104030&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104030&vRoadID=149&vSurveyYear=2004&vSubdivID=330
