road	R720
km	35.507
type	Slab Culvert
lrpName	LRP036a
name	.
length	2.63
condition	C
structureNr	105236
est cost	1
roadName	Magura-Narail Road
chainage	35.507
width	4.25
constructionYear	1989
spans	1
zone	Khulna
circle	Jessore
division	Narail
sub-division	Narail
lat	23.261111111111113
lon	89.50833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105236&vRoadID=149&vSurveyYear=2004&vSubdivID=593
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105236&vRoadID=149&vSurveyYear=2004&vSubdivID=593
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105236&vRoadID=149&vSurveyYear=2004&vSubdivID=593
