road	R720
km	22.637
type	Box Culvert
lrpName	LRP023a
name	.
length	3.6
condition	A
structureNr	104027
est cost	0
roadName	Magura-Narail Road
chainage	22.637
width	4.93
constructionYear	1984
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.339444444444442
lon	89.49722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104027&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104027&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104027&vRoadID=149&vSurveyYear=2004&vSubdivID=330
