road	Z4105
km	4.679
type	Slab Culvert
lrpName	LRP005c
name	RAMBORAD
length	1
condition	C
structureNr	106592
est cost	2.6
roadName	Fulbaria-Muktagachha Road
chainage	4.679
width	4.5
constructionYear	1968
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.727416666666667
lon	90.25922222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106592&vRoadID=247&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106592&vRoadID=247&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106592&vRoadID=247&vSurveyYear=2004&vSubdivID=530
