road	Z3040
km	0.165
type	RCC Girder Bridge
lrpName	LRPSb
name	BALUAGHAT BAZAR
length	32.4
condition	C
structureNr	106126
est cost	0.15
roadName	Nalitabari-Baruazani-Bagaitala-Haluaghat Road
chainage	0.165
width	4.2
constructionYear	2003
spans	3
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.12366666666667
lon	90.33838888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106126&vRoadID=264&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106126&vRoadID=264&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106126&vRoadID=264&vSurveyYear=2004&vSubdivID=534
