road	N707
km	0.851
type	Arch Masonry
lrpName	LRP001b
name	.
length	3.2
condition	A
structureNr	107990
est cost	0
roadName	Jessore Town Old Section (Palbari-Daratana-Monihar-Murali)
chainage	0.851
width	9.5
constructionYear	1976
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.17361111111111
lon	89.19861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107990&vRoadID=56&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107990&vRoadID=56&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107990&vRoadID=56&vSurveyYear=2004&vSubdivID=323
