road	Z1043
km	11.729
type	RCC Girder Bridge
lrpName	LRP011c
name	BANIHARAMPUR BRIDGE
length	6
condition	C
structureNr	102629
est cost	1.4
roadName	Bancharampur-Homna Road
chainage	11.729
width	4.4
constructionYear	1991
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.763916666666667
lon	90.79994444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102629&vRoadID=447&vSurveyYear=2004&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102629&vRoadID=447&vSurveyYear=2004&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102629&vRoadID=447&vSurveyYear=2004&vSubdivID=539
