road	Z1043
km	5.339
type	Box Culvert
lrpName	LRP005f
name	BOROKANDA BOX CULVERT
length	6
condition	C
structureNr	102555
est cost	0.7
roadName	Bancharampur-Homna Road
chainage	5.339
width	7.3
constructionYear	1992
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Bancharampur
lat	23.720611111111108
lon	90.77391666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102555&vRoadID=447&vSurveyYear=2004&vSubdivID=539
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102555&vRoadID=447&vSurveyYear=2004&vSubdivID=539
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102555&vRoadID=447&vSurveyYear=2004&vSubdivID=539
