road	Z4610
km	1.82
type	Slab Culvert
lrpName	LRP001f
name	LAVA SUBMARGE
length	0.6
condition	A
structureNr	109160
est cost	0
roadName	Nakla By-Pass Road
chainage	1.82
width	5.66
constructionYear	1988
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	24.988777777777777
lon	90.20852777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109160&vRoadID=260&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109160&vRoadID=260&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109160&vRoadID=260&vSurveyYear=2004&vSubdivID=534
