road	Z7718
km	39.58
type	Box Culvert
lrpName	LRP039d
name	.
length	3
condition	A
structureNr	116501
est cost	0
roadName	Kachua (Pingoria)-Talighati-Herma-Rampal Road
chainage	39.58
width	8.2
constructionYear	1998
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.486944444444447
lon	89.63833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116501&vRoadID=715&vSurveyYear=2006&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116501&vRoadID=715&vSurveyYear=2006&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116501&vRoadID=715&vSurveyYear=2006&vSubdivID=320
