road	Z1447
km	0.355
type	Slab Culvert
lrpName	LRPSc
name	.
length	1.4
condition	A
structureNr	117193
est cost	0
roadName	Ramganj By-Pass Road
chainage	0.355
width	9.8
constructionYear	2005
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.096166666666665
lon	90.8586111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117193&vRoadID=485&vSurveyYear=2006&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117193&vRoadID=485&vSurveyYear=2006&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117193&vRoadID=485&vSurveyYear=2006&vSubdivID=548
