road	R770
km	10.489
type	Box Culvert
lrpName	LRP011a
name	.
length	6.82
condition	A
structureNr	103553
est cost	0
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	10.489
width	12.12
constructionYear	1996
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.678055555555556
lon	89.72611111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103553&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103553&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103553&vRoadID=159&vSurveyYear=2004&vSubdivID=320
