road	R770
km	19.96
type	Slab Culvert
lrpName	LRP019d
name	.
length	1.6
condition	A
structureNr	103814
est cost	0
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	19.96
width	16
constructionYear	1989
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.642222222222223
lon	89.80805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103814&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103814&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103814&vRoadID=159&vSurveyYear=2004&vSubdivID=319
