road	R770
km	40.711
type	Slab Culvert
lrpName	LRP039e
name	.
length	5.88
condition	A
structureNr	104198
est cost	0
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	40.711
width	11.8
constructionYear	1998
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.570555555555554
lon	89.96861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104198&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104198&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104198&vRoadID=159&vSurveyYear=2004&vSubdivID=319
