road	Z8605
km	0.78
type	Slab Culvert
lrpName	LRPSa
name	.
length	5.4
condition	A
structureNr	116609
est cost	0
roadName	Kaneswar-Damudya Road
chainage	0.78
width	7.2
constructionYear	1990
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.146666666666665
lon	90.41694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116609&vRoadID=404&vSurveyYear=2006&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116609&vRoadID=404&vSurveyYear=2006&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116609&vRoadID=404&vSurveyYear=2006&vSubdivID=580
