road	Z8207
km	5.775
type	Box Culvert
lrpName	LRP005f
name	.
length	6.86
condition	A
structureNr	118373
est cost	0
roadName	Dohar (Bashtala)-Kartikpur-Jhowkanda (Mainut) Road
chainage	5.775
width	9.83
constructionYear	2005
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.61786111111111
lon	90.0633611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118373&vRoadID=238&vSurveyYear=2006&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118373&vRoadID=238&vSurveyYear=2006&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118373&vRoadID=238&vSurveyYear=2006&vSubdivID=517
