index,id,caused_delay_time,replication,scenario,number_of_vehicles
62,284,30335.292460260487,4,7,2017.0
63,236,101772.82363209574,4,7,6787.0
64,762,9853.079978603706,4,7,666.0
65,2816,4544.277404069537,4,7,2115.0
66,101,476888.11654472887,4,7,7058.0
67,1757,16826.1863998409,4,7,249.0
68,3056,1754.1392951704834,4,7,823.0
69,326,4328.54747525386,4,7,2008.0
70,3223,72676.30761802784,4,7,1078.0
71,348,4331.895295772711,4,7,2008.0
72,838,9903.37472598035,4,7,663.0
73,356,30168.470998286244,4,7,2008.0
74,862,1418.5945062554345,4,7,662.0
75,880,24985.023532069517,4,7,662.0
76,378,4318.639841405521,4,7,2005.0
77,388,29948.671211398883,4,7,2004.0
78,2901,5714.953854128751,4,7,384.0
79,898,45190.12833493376,4,7,657.0
80,432,4304.645623017733,4,7,1994.0
81,1797,16573.976987189402,4,7,243.0
82,904,43473.196294244975,4,7,645.0
83,1825,521.1323719061832,4,7,239.0
84,1849,510.1464718373536,4,7,239.0
85,1879,513.6886193548244,4,7,238.0
86,934,23660.252901719403,4,7,636.0
87,956,1362.9068861497271,4,7,632.0
88,968,9486.048661823881,4,7,632.0
89,986,9414.168572066044,4,7,630.0
90,994,42437.383505614496,4,7,627.0
91,1000,22758.629330282467,4,7,615.0
92,1004,1315.7761281510514,4,7,611.0
93,1032,40639.63482857044,4,7,611.0
94,1036,8982.853326250543,4,7,603.0
95,1090,22319.954423355823,4,7,599.0
96,1096,8983.818802490796,4,7,594.0
97,1142,40107.95464098039,4,7,592.0
98,1156,8774.079768019566,4,7,585.0
99,1180,8740.213490093223,4,7,583.0
100,1184,21382.34057528699,4,7,581.0
101,1186,1249.5139308080015,4,7,576.0
102,1234,38924.45860713888,4,7,574.0
103,1260,37886.94585237781,4,7,564.0
104,1290,1199.6501225739785,4,7,557.0
0,1903,7084.218961654156,8,7,3302.0
1,11,107660.74247710413,8,7,7198.0
2,2203,11848.378555538191,8,7,5503.0
3,2702,37106.49702519358,8,7,2467.0
4,1675,15111.774021932735,8,7,224.0
5,2205,82482.2566587115,8,7,5503.0
6,2736,32865.94863524684,8,7,2193.0
7,1594,380993.9175963846,8,7,5620.0
8,2368,24630.584983908815,8,7,1658.0
9,507,47886.84199303891,8,7,3192.0
10,2139,125951.49275175964,8,7,3309.0
11,1316,4769.57805724636,8,7,2215.0
12,21,268848.9435191204,8,7,7183.0
13,3274,109133.67529940285,8,7,1601.0
14,2710,91864.288830851,8,7,2456.0
15,2388,111921.6809996877,8,7,1655.0
16,1945,123535.1073825136,8,7,3290.0
17,2627,2938.495822748369,8,7,1346.0
18,515,6881.289649404922,8,7,3187.0
19,2629,2890.3407187346297,8,7,1346.0
20,608,9700.383806763164,8,7,645.0
21,3135,2245.941966205597,8,7,1042.0
22,264,30192.771379913753,8,7,2013.0
23,2754,4726.340724708905,8,7,2188.0
24,525,212478.36636623295,8,7,3185.0
25,2643,2876.152819971699,8,7,1346.0
26,1344,4734.768930351652,8,7,2207.0
27,3149,39174.275882434886,8,7,1039.0
28,2875,24679.38200868317,8,7,365.0
29,31,269074.33655967365,8,7,7141.0
30,1523,2809.9573467023015,8,7,1309.0
31,2762,32685.652437170185,8,7,2183.0
32,2155,222051.80576730656,8,7,3290.0
33,2924,55240.621750614795,8,7,808.0
34,2663,2876.8586856984966,8,7,1345.0
35,1963,49510.94782816439,8,7,3273.0
36,2671,91402.48853366417,8,7,1345.0
37,306,4314.885250904881,8,7,2003.0
38,2768,4667.454462501616,8,7,2177.0
39,676,24100.207105578855,8,7,642.0
40,33,15267.378814266523,8,7,7101.0
41,1406,4727.886761035838,8,7,2197.0
42,2772,145686.72711989435,8,7,2177.0
43,3292,3422.5201845135844,8,7,1589.0
44,360,30093.385948792078,8,7,2002.0
45,1995,122496.41874653238,8,7,3264.0
46,3185,37994.086019928385,8,7,1031.0
47,65,15277.615330600556,8,7,7084.0
48,680,1369.2994878702189,8,7,638.0
49,364,4312.301416461062,8,7,1997.0
50,73,105986.29043416117,8,7,7079.0
51,535,6804.9921057025,8,7,3154.0
52,1739,14931.028974712717,8,7,222.0
53,684,42707.342143413276,8,7,637.0
54,2881,782.1813802399632,8,7,360.0
55,1650,374497.7269659047,8,7,5538.0
56,2887,24319.503264324438,8,7,359.0
57,2456,24501.253184289646,8,7,1642.0
58,549,6779.951392445358,8,7,3152.0
59,81,477215.72481825075,8,7,7065.0
60,2171,6979.266536068535,8,7,3259.0
61,434,4312.054216879831,8,7,1993.0
62,3201,69765.89112770245,8,7,1028.0
63,2484,24622.781616136395,8,7,1639.0
64,2926,54782.99775874233,8,7,797.0
65,2784,80590.90832879383,8,7,2147.0
66,2534,24627.55150439753,8,7,1639.0
67,1759,476.0162902538203,8,7,220.0
68,2538,61238.12017391612,8,7,1637.0
69,1839,463.28774130959584,8,7,218.0
70,1855,14454.95036278926,8,7,217.0
71,758,9405.374073869352,8,7,627.0
72,3221,69173.2146675766,8,7,1021.0
73,103,14988.233102701768,8,7,6965.0
74,2542,3490.77816683291,8,7,1621.0
75,2903,23981.68441744405,8,7,356.0
76,2804,32026.530161574472,8,7,2132.0
77,792,1332.6717594683741,8,7,624.0
78,2570,24405.054827842894,8,7,1620.0
79,828,42278.49741610979,8,7,623.0
80,2928,52890.54669054993,8,7,788.0
81,2582,109874.80874140262,8,7,1617.0
82,3225,68304.95719741411,8,7,1012.0
83,838,9178.749592477578,8,7,616.0
84,858,9271.134211768544,8,7,615.0
85,2956,28937.730905203964,8,7,781.0
86,880,22913.874772693573,8,7,613.0
87,2986,1680.8357481745018,8,7,776.0
88,914,40551.73889251867,8,7,607.0
89,934,22587.64752664437,8,7,605.0
90,938,40968.20658535002,8,7,602.0
91,964,9140.874269439095,8,7,595.0
92,994,39603.64703063781,8,7,594.0
93,998,8806.81119027651,8,7,588.0
94,1028,39982.197207784746,8,7,587.0
95,1040,8640.024022737443,8,7,578.0
96,1058,21384.72884303272,8,7,578.0
97,1060,38147.5580871457,8,7,575.0
98,1080,37742.726193139955,8,7,560.0
99,1104,37481.152424058404,8,7,557.0
100,1120,36917.76448996828,8,7,549.0
101,1126,8055.338713529935,8,7,539.0
102,1142,36512.22353619811,8,7,539.0
103,1154,35911.48215338352,8,7,535.0
104,1172,7968.731851643233,8,7,529.0
105,1196,19810.152013642655,8,7,529.0
106,1208,35721.449857921274,8,7,528.0
107,1214,7857.941203006029,8,7,521.0
108,1226,19684.618069785927,8,7,520.0
0,3266,107972.41235496385,2,7,1599.0
1,2189,82587.46995172948,2,7,5510.0
2,244,4577.498423425275,2,7,2105.0
3,2734,4665.483495091037,2,7,2175.0
4,2736,32807.19115985319,2,7,2174.0
5,1477,2862.2372515106445,2,7,1333.0
6,2398,24383.59018781611,2,7,1626.0
7,511,6805.828301479168,2,7,3158.0
8,1600,12032.200968014062,2,7,5594.0
9,136,255565.8473703829,2,7,6844.0
10,2213,372254.807971273,2,7,5494.0
11,533,6816.085630022004,2,7,3154.0
12,1491,2872.9289366282164,2,7,1331.0
13,2406,60099.379128531924,2,7,1622.0
14,1947,6921.177296256358,2,7,3220.0
15,2877,824.8346278326516,2,7,378.0
16,2748,4658.741137288741,2,7,2169.0
17,1622,11978.39328802811,2,7,5580.0
18,3131,68631.05928771147,2,7,1020.0
19,2881,821.665634770499,2,7,377.0
20,1495,2866.4931789378174,2,7,1330.0
21,268,31351.983750611027,2,7,2093.0
22,1634,12016.621148862034,2,7,5574.0
23,1348,4721.475848079432,2,7,2191.0
24,2758,146360.08423900904,2,7,2167.0
25,1642,12012.308117643232,2,7,5569.0
26,1997,48445.79850405102,2,7,3210.0
27,2655,2790.0737967146406,2,7,1288.0
28,1364,82680.05265826551,2,7,2190.0
29,1650,377111.3505971067,2,7,5563.0
30,274,4472.068572549186,2,7,2088.0
31,2408,3474.921352174839,2,7,1613.0
32,2420,24057.51472606848,2,7,1613.0
33,3002,1770.360094181919,2,7,824.0
34,2679,86380.95353288844,2,7,1283.0
35,1521,2859.5569411115193,2,7,1327.0
36,2009,217718.6099256494,2,7,3203.0
37,105,15434.516282269828,2,7,7140.0
38,294,31234.981040440154,2,7,2086.0
39,652,1425.7787351208926,2,7,662.0
40,3022,1783.5248355116464,2,7,822.0
41,1685,512.5303489009016,2,7,236.0
42,196,14572.489134731844,2,7,6780.0
43,1372,4664.954579333403,2,7,2178.0
44,1689,501.7908117569626,2,7,236.0
45,2436,60625.97536959389,2,7,1610.0
46,1376,4710.5924884816495,2,7,2176.0
47,1697,502.7996183319361,2,7,236.0
48,200,14588.275858664085,2,7,6775.0
49,1380,4660.371690996362,2,7,2174.0
50,692,44579.01682369593,2,7,660.0
51,1392,32511.698730768883,2,7,2173.0
52,210,14580.391460827335,2,7,6770.0
53,1715,15840.965414401073,2,7,236.0
54,336,31080.725920967347,2,7,2081.0
55,218,14517.729752078607,2,7,6769.0
56,3155,2199.4324389140365,2,7,1009.0
57,2287,11736.290204922061,2,7,5433.0
58,2766,31893.40535504041,2,7,2143.0
59,2293,11723.898185068221,2,7,5431.0
60,236,101322.28342937696,2,7,6759.0
61,3189,2170.1727591959984,2,7,1009.0
62,356,30939.62273165577,2,7,2076.0
63,2480,108141.45088370456,2,7,1598.0
64,374,31016.795431417,2,7,2070.0
65,2027,47760.51847091876,2,7,3175.0
66,2804,32172.582351480592,2,7,2133.0
67,378,4442.566044465692,2,7,2064.0
68,716,24007.002691112557,2,7,653.0
69,1468,4643.667868036757,2,7,2150.0
70,416,4455.034279687217,2,7,2063.0
71,2093,214538.05321571615,2,7,3166.0
72,1833,505.8075659940447,2,7,234.0
73,1839,498.75480606953585,2,7,234.0
74,460,30825.83018743948,2,7,2055.0
75,2482,107575.46727071065,2,7,1581.0
76,752,43263.59081312183,2,7,647.0
77,2510,105507.97722588258,2,7,1570.0
78,2109,6756.076381917623,2,7,3133.0
79,778,1373.9310232279977,2,7,641.0
80,902,9629.227229065547,2,7,640.0
81,904,43088.23658953377,2,7,639.0
82,2566,3348.364796672951,2,7,1558.0
83,914,42812.213190626186,2,7,637.0
84,942,23638.692572495886,2,7,636.0
85,950,1368.2959962536127,2,7,633.0
86,966,9439.171774803057,2,7,633.0
87,990,23999.529022637285,2,7,632.0
88,998,9412.101079043607,2,7,630.0
89,1036,9388.151865808923,2,7,629.0
90,1042,9391.831817343504,2,7,628.0
91,1086,42273.05536779162,2,7,628.0
92,1122,9285.30538549602,2,7,619.0
93,1140,9325.907024161957,2,7,617.0
94,1144,1323.7892290863376,2,7,615.0
95,1156,9093.366243520235,2,7,612.0
96,1208,41061.68537821164,2,7,610.0
97,1214,8909.819040035127,2,7,600.0
98,1224,8966.78572703723,2,7,599.0
99,1252,40179.415194904424,2,7,596.0
100,1266,39614.0311192314,2,7,593.0
