id,caused_delay_time,replication,scenario,number_of_vehicles
1224,8176.589907740619,6,8,550.0
1226,20211.919962290736,6,8,550.0
1228,1169.6122910678673,6,8,547.0
1232,1178.4002632527215,6,8,547.0
1238,1172.9251778849755,6,8,547.0
1242,36776.677101133704,6,8,547.0
1244,36659.63922869153,6,8,536.0
3073,2273.4736995226244,4,8,1049.0
2326,59548.61800045584,4,8,1590.0
2698,5112.715518182145,4,8,2386.0
2119,120676.558600829,4,8,3214.0
2722,4690.698701970772,4,8,2173.0
2209,82214.95485665009,4,8,5476.0
23,15512.58506654996,4,8,7195.0
3077,2268.742057524924,4,8,1049.0
1310,4824.027115415206,4,8,2253.0
2700,5135.23292348168,4,8,2386.0
1909,7028.4152167475595,4,8,3252.0
1576,12024.273139486359,4,8,5570.0
1600,11936.796719105958,4,8,5519.0
2593,2849.7266872107552,4,8,1321.0
37,486172.13186572754,4,8,7186.0
2712,5158.058423794315,4,8,2384.0
560,1362.91166446581,4,8,631.0
2714,35995.27977790176,4,8,2384.0
248,4270.9098712921905,4,8,1978.0
2599,50015.1767958472,4,8,1321.0
1697,541.1910806553825,4,8,248.0
1320,33732.275280901944,4,8,2250.0
3101,70938.76172015908,4,8,1047.0
2221,11785.18735635117,4,8,5462.0
3310,3542.3174501044505,4,8,1650.0
1618,11930.662592525336,4,8,5509.0
2237,81816.69226124155,4,8,5459.0
148,14783.708687170734,4,8,6859.0
586,42554.84945480801,4,8,630.0
2334,58583.21507396073,4,8,1578.0
541,6758.244133839808,4,8,3148.0
2956,31684.07145139182,4,8,834.0
280,4264.058898916831,4,8,1975.0
2778,4665.28941276556,4,8,2162.0
1967,218481.96934409926,4,8,3243.0
1743,528.5032986031337,4,8,246.0
1642,11858.98573580259,4,8,5495.0
1322,4842.494766578402,4,8,2245.0
282,4223.103347564154,4,8,1974.0
2780,81328.1371612859,4,8,2161.0
2269,81559.63127295458,4,8,5449.0
2159,216475.73711512634,4,8,3194.0
1523,2644.4438698911545,4,8,1229.0
1330,4832.025902045659,4,8,2244.0
192,14733.851730043578,4,8,6837.0
2829,798.7926404432686,4,8,375.0
308,4238.019708667123,4,8,1973.0
1668,11877.6577646854,4,8,5487.0
1336,4838.450299913439,4,8,2243.0
2627,2828.4074589270826,4,8,1313.0
310,29323.772369372415,4,8,1972.0
1787,16703.380190584732,4,8,244.0
208,14769.720711249645,4,8,6827.0
1551,83181.75094251572,4,8,1225.0
2841,806.2196806152213,4,8,375.0
2647,2824.34031947153,4,8,1309.0
212,14721.717685983904,4,8,6823.0
2293,11699.858166097061,4,8,5434.0
2964,55372.08308067241,4,8,829.0
2342,23634.623516234,4,8,1576.0
2649,19519.386802427198,4,8,1309.0
216,102216.01814775672,4,8,6820.0
2857,804.9773410889761,4,8,375.0
2309,81495.02098404444,4,8,5427.0
2790,80940.0009180356,4,8,2150.0
332,4283.691986369577,4,8,1970.0
1384,83710.66625446228,4,8,2241.0
55,479081.3240685606,4,8,7108.0
2871,24635.032450459417,4,8,374.0
348,4212.281163312617,4,8,1968.0
2313,11627.743399177634,4,8,5416.0
2370,3413.055672246132,4,8,1571.0
2374,23573.13606069461,4,8,1569.0
382,4233.194324823604,4,8,1967.0
2315,11602.271960049193,4,8,5412.0
3131,69619.61629134798,4,8,1038.0
404,72667.99402631518,4,8,1964.0
1971,47813.60829426715,4,8,3208.0
2792,81372.3420591485,4,8,2134.0
2400,23399.2973150877,4,8,1565.0
1402,4803.303345894585,4,8,2227.0
596,23427.8382964639,4,8,627.0
1557,2606.533670824582,4,8,1215.0
1797,16419.82374920116,4,8,242.0
2472,23808.85857263753,4,8,1561.0
1428,4775.241258305083,4,8,2220.0
2185,47468.8336453601,4,8,3155.0
2966,1779.0344959984343,4,8,825.0
59,262811.1574506495,4,8,7041.0
2974,56281.50359360671,4,8,825.0
432,4227.475268630384,4,8,1955.0
2800,80479.80351730187,4,8,2127.0
2057,6886.471253316841,4,8,3192.0
1446,4795.769150631352,4,8,2217.0
444,29018.160174219083,4,8,1954.0
2063,48022.96298569935,4,8,3190.0
2478,105224.88477048978,4,8,1558.0
1454,4755.739586533975,4,8,2217.0
598,9256.164540919459,4,8,622.0
2889,800.251852325718,4,8,368.0
2891,24688.35760326145,4,8,368.0
2812,4542.200555919151,4,8,2109.0
2073,214635.2551648734,4,8,3181.0
3157,2217.1234747496883,4,8,1031.0
448,29113.948239732552,4,8,1943.0
3181,69536.0828856068,4,8,1031.0
622,1341.2894563578252,4,8,622.0
632,1324.7668321596386,4,8,622.0
2976,1777.8477004856188,4,8,818.0
2984,55232.0315680544,4,8,818.0
454,130756.6406739403,4,8,1940.0
676,22967.440884084306,4,8,621.0
1859,510.5179124716777,4,8,238.0
1861,512.7432785330258,4,8,237.0
107,469691.71958172135,4,8,6965.0
2506,23379.946178641072,4,8,1543.0
2087,47108.1544650703,4,8,3157.0
3209,2202.195280826893,4,8,1018.0
2556,3308.3608027994496,4,8,1539.0
694,1326.3407105103306,4,8,617.0
2103,6758.502633512793,4,8,3145.0
696,1319.4552155475267,4,8,617.0
468,4139.048969448336,4,8,1918.0
2893,778.231768204499,4,8,364.0
702,22629.729848112263,4,8,617.0
113,466023.1054387388,4,8,6881.0
3006,1744.7025578542673,4,8,812.0
706,9209.050008488528,4,8,614.0
708,9185.11478643046,4,8,613.0
3060,1738.1973399801527,4,8,808.0
718,41224.40219699429,4,8,611.0
732,9057.615546700255,4,8,606.0
746,22658.109083674815,4,8,605.0
778,1298.413756477834,4,8,600.0
780,1268.9604127853218,4,8,600.0
786,40265.24997671044,4,8,598.0
798,21484.128340498526,4,8,587.0
822,8597.912832745085,4,8,583.0
824,8610.747412043504,4,8,581.0
832,8710.470904753625,4,8,581.0
838,8684.752653431167,4,8,581.0
896,38895.88084805397,4,8,578.0
900,22031.67948711949,4,8,573.0
904,38360.317862652024,4,8,567.0
906,1207.0096774502395,4,8,559.0
910,37638.928933460236,4,8,559.0
938,37854.123502999035,4,8,554.0
944,8225.80406881299,4,8,548.0
946,8155.283678260029,4,8,547.0
952,36733.66959850689,4,8,545.0
962,20333.149324674912,4,8,539.0
1008,20511.30181897281,4,8,537.0
1038,8018.6779782802005,4,8,533.0
1060,35183.57886355835,4,8,531.0
1068,35848.239697957804,4,8,526.0
1078,34753.742285689885,4,8,519.0
1084,1089.412191994057,4,8,513.0
1128,7622.337527199016,4,8,513.0
1132,1099.576874028944,4,8,510.0
1148,1097.3713837833784,4,8,510.0
1156,7694.701560488414,4,8,509.0
1224,7568.5581297673725,4,8,506.0
1226,18774.185517092366,4,8,505.0
1234,33627.09432342554,4,8,499.0
1900,15175.32291335749,10,8,7043.0
1568,11962.11839024162,10,8,5534.0
2211,11779.587525903666,10,8,5468.0
2587,3126.7546333561395,10,8,1446.0
1302,32267.068977913135,10,8,2157.0
1907,6757.240736695799,10,8,3141.0
1570,11986.916317492556,10,8,5531.0
1695,523.0274654486645,10,8,247.0
3274,113355.56181939472,10,8,1685.0
572,9603.431834639141,10,8,639.0
2734,4707.989429583539,10,8,2188.0
2231,81895.15855456804,10,8,5465.0
2593,3124.5718957716454,10,8,1445.0
2348,23948.54074153164,10,8,1594.0
2736,32740.590448028946,10,8,2187.0
1915,212395.04267545915,10,8,3139.0
2920,1760.9798031273951,10,8,815.0
3081,2274.8017385112785,10,8,1063.0
2143,6964.212460518921,10,8,3221.0
1604,12081.093334682575,10,8,5604.0
2599,53384.73057897199,10,8,1443.0
3089,72625.81679770334,10,8,1061.0
525,218523.9367110486,10,8,3226.0
1584,11880.476184946136,10,8,5522.0
1306,31930.623123495065,10,8,2149.0
140,463002.163313625,10,8,6848.0
1608,12072.255664489481,10,8,5601.0
57,15448.801434357882,10,8,7179.0
580,42403.82840451485,10,8,637.0
1612,12044.447433364016,10,8,5597.0
2354,3416.051846959567,10,8,1590.0
61,268988.02225466474,10,8,7176.0
1495,2627.909446843052,10,8,1220.0
2239,81816.1299349088,10,8,5452.0
1499,46042.3136685746,10,8,1220.0
2366,59209.734399284745,10,8,1590.0
254,141861.90931680409,10,8,2096.0
1759,534.5282403697919,10,8,247.0
2837,842.1530231517254,10,8,393.0
1620,12048.887100442013,10,8,5591.0
2748,4714.9769404515055,10,8,2184.0
1763,16454.022530070517,10,8,247.0
2960,1755.9910245934248,10,8,812.0
2601,3082.2148967916696,10,8,1435.0
1320,32112.851255349342,10,8,2138.0
2253,81761.68327354756,10,8,5442.0
2754,4739.151793550739,10,8,2183.0
1636,12038.467663214331,10,8,5583.0
2968,1757.152562636763,10,8,812.0
2877,840.7375149704567,10,8,393.0
1648,11970.66687232227,10,8,5576.0
67,266824.36531679245,10,8,7137.0
2770,4651.738922884595,10,8,2178.0
2273,11698.424776184604,10,8,5427.0
2641,96215.11234236494,10,8,1431.0
1326,4603.229954456693,10,8,2130.0
2378,59424.77235300891,10,8,1586.0
2315,11720.030027767354,10,8,5419.0
3298,3597.693706363969,10,8,1671.0
2317,11675.043202247174,10,8,5418.0
1921,6676.511814869686,10,8,3107.0
1336,4600.122817592834,10,8,2129.0
2800,81761.46321832672,10,8,2172.0
1925,46519.040889523596,10,8,3106.0
3040,1747.8900103040628,10,8,807.0
1509,82475.23263316313,10,8,1211.0
3046,1737.6180511327,10,8,806.0
1356,79306.52205521434,10,8,2124.0
286,30820.24743631013,10,8,2062.0
2420,23725.68875856204,10,8,1578.0
3093,2267.5355470817335,10,8,1054.0
3054,1723.7940961171128,10,8,803.0
2812,4667.015627439054,10,8,2161.0
602,42716.35407892695,10,8,635.0
3103,70905.4187024684,10,8,1052.0
3060,1746.3309891759206,10,8,802.0
2444,23638.367010405284,10,8,1575.0
1945,116930.8357718917,10,8,3095.0
204,457055.7621994941,10,8,6748.0
1360,142148.7892155389,10,8,2115.0
1767,16720.240913780603,10,8,244.0
310,30817.979657300224,10,8,2055.0
2452,23613.026336585815,10,8,1573.0
342,30766.684299465036,10,8,2049.0
2464,23408.623372176655,10,8,1569.0
1511,2616.6587684618034,10,8,1203.0
1955,114938.95328614615,10,8,3079.0
119,15146.040057964938,10,8,7039.0
360,30660.898050893702,10,8,2047.0
2488,23517.534908024612,10,8,1563.0
2673,3016.5052175106225,10,8,1409.0
218,14395.156548870487,10,8,6684.0
1795,9393.786104529097,10,8,241.0
1963,46080.16221436524,10,8,3062.0
1362,4527.336199434419,10,8,2100.0
3127,2241.2188481940893,10,8,1040.0
228,14381.983402198426,10,8,6675.0
2490,3345.387619460437,10,8,1560.0
1366,4483.684395717237,10,8,2098.0
410,30678.163809986483,10,8,2037.0
2514,23022.214459018454,10,8,1558.0
1390,78788.30924434336,10,8,2095.0
620,9375.078717947468,10,8,623.0
1967,206535.38477952243,10,8,3053.0
3217,70016.89274992916,10,8,1037.0
424,135644.69171202503,10,8,2025.0
2560,3351.1831672059325,10,8,1556.0
2576,105879.93771176817,10,8,1556.0
622,1336.1725088462033,10,8,620.0
624,9200.325691603024,10,8,620.0
1809,16213.27109632334,10,8,239.0
646,1331.770006446058,10,8,620.0
1406,4479.273342182715,10,8,2082.0
1416,140458.3448718635,10,8,2081.0
668,22942.157595255754,10,8,619.0
1977,45487.49720552939,10,8,3027.0
2003,45266.1521327568,10,8,3015.0
440,4319.1945895660865,10,8,2002.0
3229,2221.5041879491278,10,8,1030.0
674,1307.6728752948009,10,8,614.0
2011,111949.43230783439,10,8,3002.0
3241,2221.319918585559,10,8,1030.0
710,1319.9829502308864,10,8,613.0
1829,525.9784075326661,10,8,239.0
728,1319.747817796873,10,8,611.0
1853,520.0848830576715,10,8,239.0
746,22465.458859624003,10,8,611.0
1424,4399.9649191278695,10,8,2047.0
1869,508.430255775883,10,8,239.0
1428,4355.6453263545145,10,8,2043.0
1893,514.9217647190395,10,8,238.0
2027,44993.532734029686,10,8,2986.0
778,1299.5583030229723,10,8,605.0
804,9096.28818911809,10,8,605.0
2063,44656.02186050077,10,8,2977.0
826,9005.259503020498,10,8,604.0
2079,201025.02387689,10,8,2966.0
842,8961.300023122638,10,8,601.0
844,9122.154507498364,10,8,600.0
856,1264.693496913044,10,8,599.0
868,22803.693443774984,10,8,598.0
2081,6351.960706119094,10,8,2937.0
2083,6307.229707300703,10,8,2936.0
880,22283.89442930848,10,8,595.0
882,22111.51808647275,10,8,593.0
894,39692.32495630758,10,8,591.0
904,39455.79666480703,10,8,585.0
926,1243.1479423784292,10,8,577.0
938,38779.50927083285,10,8,577.0
962,21032.41041028547,10,8,571.0
982,21724.720797935963,10,8,569.0
990,20713.348680045514,10,8,559.0
1092,8276.231671414322,10,8,550.0
1094,1177.2985799755986,10,8,548.0
1098,20360.713251716395,10,8,548.0
1102,36889.2024153257,10,8,543.0
1112,1151.5668841675315,10,8,537.0
1118,1155.164177855254,10,8,536.0
1126,8074.643030334388,10,8,535.0
1162,36517.500884240435,10,8,534.0
1184,19888.920919703505,10,8,527.0
1218,1120.7754266705547,10,8,521.0
1224,7928.753945868072,10,8,521.0
1226,19596.19825214027,10,8,520.0
1228,1107.2083698353033,10,8,518.0
1242,34676.3176654734,10,8,518.0
1266,34441.68982930936,10,8,513.0
1288,1086.5298710151983,10,8,507.0
13,108152.70511868787,9,8,7198.0
2726,32680.687768077103,9,8,2180.0
3284,3442.435393957798,9,8,1602.0
2119,121577.69458991308,9,8,3256.0
2358,24295.679280734697,9,8,1633.0
2219,82421.0988674197,9,8,5499.0
1590,11931.558422906537,9,8,5504.0
1576,11879.530195392606,9,8,5522.0
1919,6795.472538232333,9,8,3142.0
501,119651.8912146865,9,8,3200.0
3298,3459.6690344143612,9,8,1599.0
1596,11860.977595729852,9,8,5500.0
2825,24534.288073344,9,8,360.0
1600,11787.18104528338,9,8,5496.0
1316,4765.677881410933,9,8,2210.0
564,10546.591966683314,9,8,694.0
1685,477.77034666470297,9,8,222.0
2368,24369.318947718493,9,8,1629.0
2259,82364.5725368467,9,8,5482.0
146,257866.9575153088,9,8,6856.0
252,30848.18176308578,9,8,2051.0
2125,120878.83075624003,9,8,3240.0
1618,11843.825295879915,9,8,5488.0
45,15454.87190686499,9,8,7169.0
1705,14999.266327766452,9,8,222.0
2752,4717.1078007058595,9,8,2169.0
1501,2787.296287015724,9,8,1291.0
1963,47104.76759689791,9,8,3133.0
49,107559.44137300774,9,8,7164.0
505,119327.7417931072,9,8,3184.0
2269,81987.26532060903,9,8,5472.0
3129,71652.71663614408,9,8,1046.0
2402,3516.0747653842445,9,8,1628.0
256,30891.853426260186,9,8,2048.0
2420,24292.14901657902,9,8,1625.0
1973,6772.3690372880465,9,8,3128.0
1513,2755.418224358771,9,8,1291.0
2960,1682.2240696646488,9,8,777.0
2647,2994.3216668516293,9,8,1388.0
152,14684.48240917377,9,8,6819.0
59,268010.2923524121,9,8,7146.0
1989,47092.66177156122,9,8,3126.0
644,26184.534287754304,9,8,693.0
2978,1682.6937032897793,9,8,776.0
272,4376.07299757772,9,8,2042.0
1523,2784.2968687456987,9,8,1288.0
2794,146063.47260219575,9,8,2162.0
2295,11751.02647400841,9,8,5460.0
2665,3008.3209902214594,9,8,1385.0
278,137899.8187058476,9,8,2041.0
1398,148402.87127423804,9,8,2199.0
2673,2977.3699602928027,9,8,1384.0
513,47598.80907946728,9,8,3169.0
2454,60770.96596573338,9,8,1623.0
2131,6986.20846787173,9,8,3222.0
3006,1688.1490323611147,9,8,775.0
1537,2789.822571514287,9,8,1285.0
192,14647.004922097643,9,8,6800.0
3010,1655.4060019087567,9,8,775.0
1999,6735.7104684634605,9,8,3117.0
3016,52400.830984892076,9,8,774.0
198,101884.87546517856,9,8,6791.0
71,15326.299008693652,9,8,7110.0
2155,216353.90092709067,9,8,3211.0
646,1496.3517408868088,9,8,689.0
525,212599.57806288332,9,8,3161.0
654,1491.7323725059855,9,8,689.0
2019,46700.94089525682,9,8,3113.0
656,25666.65023333849,9,8,689.0
202,14616.05245086334,9,8,6771.0
214,101486.33672470645,9,8,6766.0
1711,476.40094481195774,9,8,218.0
2029,46656.06085655307,9,8,3108.0
93,15242.871968967045,9,8,7085.0
1713,471.8685372696915,9,8,218.0
2839,764.1885296895322,9,8,357.0
2466,108500.44351252206,9,8,1616.0
1741,460.3722823583743,9,8,218.0
103,15220.308164091082,9,8,7066.0
3135,2236.164882950419,9,8,1039.0
226,14580.260720286027,9,8,6751.0
2881,757.6902041786052,9,8,355.0
2043,116434.0459809422,9,8,3103.0
1747,481.8779831393272,9,8,218.0
1418,146020.9644183659,9,8,2171.0
3151,2236.474689751893,9,8,1037.0
292,30300.143032025626,9,8,2022.0
1767,14213.79125475338,9,8,218.0
238,14536.885821180507,9,8,6742.0
3026,1653.8950232971506,9,8,767.0
3177,2225.8256869122497,9,8,1036.0
3179,70346.8031928921,9,8,1036.0
660,1468.8798497863022,9,8,685.0
2167,215319.9891908166,9,8,3179.0
2812,4617.046192185659,9,8,2142.0
535,6737.152766300853,9,8,3136.0
314,133891.7005657197,9,8,2014.0
686,10156.939810731865,9,8,685.0
3062,1661.426009257738,9,8,765.0
2053,116531.58686747123,9,8,3086.0
2470,107926.60374240395,9,8,1597.0
690,46250.323308455205,9,8,683.0
1785,14452.839608227978,9,8,215.0
2067,6592.052558247599,9,8,3064.0
3201,69254.44684797233,9,8,1027.0
2101,45926.49722695717,9,8,3056.0
2181,118182.60337420435,9,8,3145.0
324,4282.836894221361,9,8,1996.0
328,29930.546463329774,9,8,1996.0
2472,23749.98408374176,9,8,1584.0
1446,4616.426550240237,9,8,2143.0
374,30071.42221880518,9,8,1995.0
1458,4608.43133145079,9,8,2141.0
2522,23571.29403773712,9,8,1581.0
712,1453.7811137163264,9,8,675.0
1464,4612.937309032924,9,8,2140.0
720,1451.807338506735,9,8,674.0
2536,60090.23710499629,9,8,1576.0
386,134202.51157129096,9,8,1988.0
1789,14562.040129271143,9,8,214.0
760,1456.7038843790328,9,8,672.0
762,10068.079307357622,9,8,672.0
3211,2192.150383193305,9,8,1015.0
2552,23541.962393038735,9,8,1571.0
3239,2159.4394793891593,9,8,1011.0
794,9978.986167363613,9,8,670.0
3241,2188.3932285315295,9,8,1010.0
2564,59242.22993628669,9,8,1565.0
808,1424.591256716116,9,8,669.0
814,9951.398087502954,9,8,669.0
412,4248.988117434187,9,8,1964.0
2580,59066.526399814844,9,8,1550.0
836,45102.94419093905,9,8,667.0
1833,446.9664524331102,9,8,213.0
446,29379.30119237623,9,8,1961.0
1857,14774.370689100448,9,8,213.0
482,130829.56914742781,9,8,1948.0
852,24610.3963197472,9,8,661.0
868,24522.26450259481,9,8,659.0
904,45043.68334869243,9,8,657.0
938,43897.52401664127,9,8,650.0
940,1380.6442998973002,9,8,643.0
944,9735.949804560141,9,8,643.0
946,9561.420623136344,9,8,642.0
952,42928.08125430151,9,8,640.0
964,9473.746436647009,9,8,636.0
974,1381.706321081349,9,8,636.0
976,9480.744289174392,9,8,636.0
990,24346.307111112565,9,8,633.0
998,9523.787771021662,9,8,632.0
1006,1355.6124967251542,9,8,627.0
1022,9425.371715929448,9,8,626.0
1036,9308.382996854129,9,8,623.0
1042,9263.9809816594,9,8,621.0
1058,23438.34989737371,9,8,619.0
1084,1342.081197621282,9,8,618.0
1090,23465.764609104564,9,8,618.0
1096,9113.625116915564,9,8,615.0
1100,41072.468548222285,9,8,615.0
1156,9078.767296567461,9,8,610.0
1180,9101.76972138811,9,8,608.0
1212,9063.823411535019,9,8,608.0
1224,9040.20611091965,9,8,606.0
1226,22614.385256359532,9,8,606.0
1240,1303.6464297817745,9,8,602.0
1250,39861.466214542066,9,8,602.0
1262,40489.241370755335,9,8,598.0
1286,1265.198405394014,9,8,587.0
2189,83408.23932308838,8,8,5561.0
13,108063.55340587418,8,8,7198.0
2682,20707.02375722017,8,8,1379.0
2324,24645.355267464634,8,8,1653.0
2115,218840.82956625288,8,8,3229.0
2732,4587.5876331735035,8,8,2130.0
1574,379116.8079913172,8,8,5612.0
3077,2159.1413516370517,8,8,1010.0
128,14729.137630778045,8,8,6847.0
2605,50355.06830760031,8,8,1334.0
1316,4685.575846595321,8,8,2180.0
1687,492.3160765171202,8,8,235.0
2742,31910.61072452157,8,8,2128.0
19,107457.25639683449,8,8,7182.0
130,14702.38564421698,8,8,6842.0
1929,6856.6880733424505,8,8,3180.0
2934,1805.1703882958147,8,8,836.0
132,253755.1833847683,8,8,6837.0
531,6826.266928340905,8,8,3160.0
2217,11925.950653850025,8,8,5546.0
1705,15815.41746177441,8,8,235.0
2219,82963.06997598539,8,8,5545.0
533,6763.332805391487,8,8,3158.0
2380,110311.09643184768,8,8,1644.0
2940,56731.27275081425,8,8,836.0
576,24090.378668939262,8,8,654.0
1628,11948.37956760445,8,8,5536.0
539,118742.37866914016,8,8,3154.0
262,30389.027296736305,8,8,2030.0
1505,84409.04299429254,8,8,1248.0
1636,11919.811469884178,8,8,5529.0
1983,47803.884833343254,8,8,3173.0
31,269838.86905134714,8,8,7161.0
2237,82776.95090436391,8,8,5532.0
3161,2198.045924932145,8,8,1006.0
2615,2866.4295696559966,8,8,1328.0
2760,4558.441366214832,8,8,2118.0
134,14682.814380854035,8,8,6805.0
1360,145774.91229146614,8,8,2169.0
2766,31803.804532345945,8,8,2118.0
3183,2136.775419663831,8,8,1004.0
2835,760.9082483960508,8,8,351.0
1660,11922.13394171817,8,8,5521.0
2623,2866.1637872333476,8,8,1326.0
2251,82896.62648630892,8,8,5520.0
1666,11917.763742972098,8,8,5518.0
