id,caused_delay_time,replication,scenario,number_of_vehicles
746,23982.575120863334,2,8,632.0
3024,1740.2814603537427,2,8,812.0
2534,22920.05810595459,2,8,1530.0
3028,1748.542040622136,2,8,812.0
2542,3281.729460170537,2,8,1526.0
2566,3266.246649478996,2,8,1525.0
2568,103667.752649454,2,8,1524.0
788,1350.222100848172,2,8,628.0
790,24374.316785782055,2,8,628.0
3231,2211.3502047256875,2,8,1032.0
1841,491.31653521867275,2,8,232.0
3233,38212.299411842134,2,8,1031.0
1873,509.4126954512547,2,8,231.0
1875,15080.169180510858,2,8,230.0
796,9281.198181832679,2,8,625.0
798,23116.53671300213,2,8,622.0
804,9235.286315584091,2,8,618.0
824,9148.638807269574,2,8,614.0
1893,497.93630875231594,2,8,228.0
838,9172.827196349837,2,8,614.0
840,9092.675691740846,2,8,612.0
844,9148.664134413495,2,8,610.0
846,41072.38113859966,2,8,608.0
852,22218.351014293858,2,8,602.0
854,23403.95465748214,2,8,599.0
858,8947.494688383735,2,8,596.0
868,21856.420315994463,2,8,594.0
880,22314.685837094457,2,8,592.0
898,39759.83083738134,2,8,592.0
904,39464.31920907497,2,8,585.0
906,1231.75804184373,2,8,577.0
916,1236.7599938387773,2,8,576.0
936,21411.122559249794,2,8,576.0
948,20988.81672813654,2,8,570.0
950,1210.7059726771622,2,8,565.0
982,21632.91193133798,2,8,565.0
990,21263.003626532023,2,8,563.0
1010,1198.0219793930123,2,8,559.0
1014,8412.14905742846,2,8,559.0
1052,8388.257963862185,2,8,558.0
1092,8383.633801504588,2,8,557.0
1106,8231.323851022475,2,8,556.0
1256,37399.808878087075,2,8,554.0
1266,37421.65846145324,2,8,549.0
1288,1163.3496295129955,2,8,543.0
1296,1177.2327040161351,2,8,543.0
124,14829.535584448136,1,8,6874.0
2692,35864.47050278048,1,8,2390.0
3073,2207.6817266203716,1,8,1028.0
19,107756.81131686356,1,8,7197.0
2119,118902.63687159262,1,8,3183.0
3259,159850.1874404373,1,8,2378.0
2334,61118.215715919985,1,8,1643.0
1570,11963.355500174983,1,8,5538.0
3288,3643.327672693096,1,8,1679.0
2217,11860.34692431437,1,8,5497.0
2682,20196.368836802812,1,8,1349.0
2221,11826.598994500067,1,8,5494.0
128,14791.457832869253,1,8,6862.0
2726,33178.23057881752,1,8,2200.0
3093,2225.1588343043145,1,8,1026.0
3302,3646.220297471596,1,8,1676.0
2245,82508.64640386922,1,8,5492.0
2704,90107.97466345495,1,8,2384.0
2593,2958.5859428225267,1,8,1366.0
3308,62915.20331490387,1,8,1675.0
2912,1756.5516548755845,1,8,821.0
3103,69132.5077849114,1,8,1026.0
1481,86683.34023103815,1,8,1288.0
2595,2947.550217711527,1,8,1365.0
1675,17301.87430423236,1,8,258.0
535,6817.452908845825,1,8,3160.0
1614,11849.788171368695,1,8,5506.0
23,15475.828512762137,1,8,7179.0
574,9713.765517598895,1,8,650.0
142,460303.6941238933,1,8,6851.0
25,15494.27911484992,1,8,7176.0
2605,51229.84972180951,1,8,1364.0
252,30620.073565888502,1,8,2052.0
1945,122050.1930884118,1,8,3225.0
1630,11849.649905800774,1,8,5500.0
2853,782.9787564211143,1,8,372.0
2342,24510.920392953372,1,8,1633.0
1340,141669.1520047582,1,8,2116.0
2934,1766.5661680407538,1,8,817.0
2307,82053.81698444784,1,8,5474.0
2121,6832.108796527666,1,8,3170.0
2706,88483.88675511537,1,8,2371.0
604,9710.01435922424,1,8,649.0
1656,11770.159945697056,1,8,5487.0
1658,11837.684583312794,1,8,5485.0
81,482790.5196696818,1,8,7149.0
2346,60552.793086408994,1,8,1632.0
2621,20480.368456878958,1,8,1358.0
2893,816.1033085762431,1,8,372.0
290,76983.34185688604,1,8,2042.0
2764,32878.26247444989,1,8,2190.0
2956,30731.271812404895,1,8,815.0
2151,47261.18533998013,1,8,3161.0
1969,48082.20798967616,1,8,3207.0
2317,11721.90037314988,1,8,5460.0
2899,25302.66365482435,1,8,371.0
622,1385.892804658243,1,8,644.0
628,43545.92333569785,1,8,644.0
1985,119952.08577402204,1,8,3202.0
2165,6771.806717322869,1,8,3148.0
2653,20272.292572859445,1,8,1355.0
2964,54470.97307643017,1,8,807.0
3107,2201.921242262247,1,8,1012.0
2352,3546.0679157309137,1,8,1625.0
1342,141246.55898508776,1,8,2094.0
162,14607.507472496163,1,8,6780.0
314,136595.99271100736,1,8,2029.0
2372,24445.45105678583,1,8,1624.0
1677,17257.708051176523,1,8,257.0
3127,2183.3606798020382,1,8,1011.0
164,14622.997577360798,1,8,6777.0
2816,4663.928902471884,1,8,2177.0
2661,2909.944037319106,1,8,1353.0
1499,47592.277934998885,1,8,1272.0
3139,68178.8610779412,1,8,1011.0
184,14561.63772181113,1,8,6768.0
2671,90620.61369225441,1,8,1352.0
192,14565.532866393753,1,8,6763.0
2420,24011.51194330339,1,8,1618.0
89,476047.62387700373,1,8,7074.0
2019,47495.61781806125,1,8,3174.0
202,14534.257622295205,1,8,6753.0
2462,24243.75231664835,1,8,1613.0
224,14576.551409696605,1,8,6741.0
230,14461.037682871183,1,8,6738.0
2476,24200.525170123343,1,8,1610.0
2061,6803.318664656586,1,8,3158.0
646,1382.681200204975,1,8,637.0
2988,1718.169941989382,1,8,800.0
2067,6819.975544411762,1,8,3156.0
238,14464.467566301555,1,8,6733.0
664,43300.59367663931,1,8,636.0
1358,4468.028169442195,1,8,2067.0
2490,3458.4252835134935,1,8,1605.0
2494,3437.622066626291,1,8,1604.0
2091,117958.46513366433,1,8,3155.0
1372,4419.306920501517,1,8,2065.0
2496,3455.0274239510914,1,8,1603.0
2510,107822.83653285129,1,8,1601.0
326,4310.808886028174,1,8,2003.0
1515,2745.1058855451647,1,8,1257.0
3161,2176.6470082184364,1,8,1000.0
354,30029.49822314741,1,8,2001.0
3165,67034.64130970888,1,8,1000.0
3042,30141.038697632455,1,8,797.0
1525,2692.5056638489136,1,8,1255.0
1422,4428.4049156657475,1,8,2055.0
2095,46745.98626633019,1,8,3128.0
390,29947.184262586678,1,8,1993.0
1559,2695.770440693955,1,8,1252.0
1438,30696.715391631205,1,8,2049.0
1739,17063.48534785435,1,8,251.0
396,29853.176123164947,1,8,1986.0
2107,46570.58592733451,1,8,3125.0
1440,4445.44982087128,1,8,2048.0
670,23721.903860310427,1,8,632.0
404,74286.2666294137,1,8,1981.0
2528,3401.9529274457514,1,8,1585.0
3044,1709.4628969080748,1,8,793.0
3203,2136.3649964072956,1,8,990.0
2540,23678.73240086672,1,8,1583.0
3207,2160.478547980487,1,8,989.0
1466,4365.8571873528745,1,8,2042.0
3215,14894.797232127086,1,8,989.0
3056,1726.2822174148434,1,8,793.0
3064,1711.270556837612,1,8,792.0
412,4275.24335792595,1,8,1964.0
416,4246.8368883917165,1,8,1960.0
3217,66342.32270324197,1,8,986.0
706,9443.036632604275,1,8,627.0
442,4233.5102356337065,1,8,1958.0
1759,527.584777435029,1,8,247.0
714,9384.340331859677,1,8,622.0
454,131856.81238746876,1,8,1952.0
1777,16537.212631842307,1,8,247.0
724,1342.3175161280046,1,8,621.0
736,23479.39839346244,1,8,621.0
752,41637.08493903689,1,8,619.0
456,4170.595728095945,1,8,1932.0
1797,16287.6056090272,1,8,244.0
490,130042.73974894654,1,8,1929.0
764,9161.057744083766,1,8,611.0
1803,16341.11201669705,1,8,239.0
770,1321.838012742202,1,8,609.0
778,1321.9833329503404,1,8,608.0
790,22755.657992694323,1,8,607.0
796,8984.027247198326,1,8,603.0
1807,16195.821326312975,1,8,237.0
802,1312.148861090144,1,8,602.0
822,9070.222238767732,1,8,602.0
832,8992.755289266097,1,8,600.0
842,8902.317743686084,1,8,598.0
1819,15390.934005362158,1,8,236.0
852,22290.555180948715,1,8,595.0
900,22498.787242299135,1,8,593.0
1849,505.4404341749345,1,8,234.0
1857,15530.854268047515,1,8,233.0
904,40393.860824149975,1,8,591.0
1881,509.98051333158554,1,8,232.0
1887,498.6198946851959,1,8,232.0
908,1256.5257317676196,1,8,586.0
920,21333.86211697166,1,8,585.0
934,21454.573302501718,1,8,578.0
938,38241.5205677986,1,8,571.0
944,8412.09506627772,1,8,566.0
946,8461.073769037363,1,8,564.0
956,1202.578096753008,1,8,564.0
970,8432.340133951418,1,8,563.0
982,20914.369969686504,1,8,562.0
990,21883.09667609568,1,8,561.0
994,37636.84963832105,1,8,557.0
1010,1189.4278886970217,1,8,548.0
1014,8207.784854838603,1,8,548.0
1020,20367.88576334243,1,8,544.0
1036,8104.627724909755,1,8,541.0
1066,7981.526797661065,1,8,540.0
1088,7913.742727240326,1,8,536.0
1100,35876.70126763017,1,8,535.0
1102,35034.91344400117,1,8,525.0
1108,7688.0870375377635,1,8,521.0
1114,19583.104226651703,1,8,519.0
1132,1104.6231495609195,1,8,516.0
1144,1109.2392934118639,1,8,515.0
1162,34802.24618993419,1,8,513.0
1184,19249.18814686479,1,8,510.0
1188,18914.84851594698,1,8,506.0
1206,33865.52635518914,1,8,499.0
1214,7376.581048164555,1,8,493.0
1220,33792.538866176874,1,8,492.0
1224,7070.477167751641,1,8,485.0
1234,32263.17797785743,1,8,483.0
1238,1009.504566936994,1,8,479.0
1242,32310.84161161739,1,8,479.0
1254,32152.661206702105,1,8,475.0
1256,32285.261132280637,1,8,470.0
1268,992.1089698031021,1,8,462.0
1274,31433.84467527792,1,8,462.0
1296,988.5516657623111,1,8,455.0
2189,82653.66149563658,7,8,5495.0
1903,6885.3572255481995,7,8,3194.0
2326,58862.37404629102,7,8,1573.0
1308,4760.837918774711,7,8,2195.0
2117,215646.98696127167,7,8,3192.0
1477,2752.8448826892068,7,8,1281.0
23,15480.620814402258,7,8,7195.0
1572,11957.71681065155,7,8,5559.0
2593,2986.71237141709,7,8,1390.0
580,46188.60289096111,7,8,677.0
1915,215989.97823354445,7,8,3192.0
3079,2241.515610666966,7,8,1039.0
509,6859.332750083276,7,8,3183.0
33,15494.256870558409,7,8,7188.0
2922,1740.957811847036,7,8,811.0
2706,90632.04977166162,7,8,2425.0
1316,4726.593176016356,7,8,2194.0
2607,20962.42527221782,7,8,1389.0
2732,4693.245100858504,7,8,2167.0
513,47730.34808531516,7,8,3181.0
2839,835.9204764571177,7,8,384.0
1586,11975.305240599919,7,8,5550.0
1679,519.1935167508768,7,8,239.0
2211,11760.466923285117,7,8,5480.0
1320,32890.53217928584,7,8,2194.0
2841,818.9681939109145,7,8,384.0
2740,80753.59906845262,7,8,2166.0
1616,205860.28985703958,7,8,5514.0
1493,2752.046489178714,7,8,1279.0
51,107488.28399487436,7,8,7177.0
2350,23479.794614496157,7,8,1563.0
2849,829.4700641578115,7,8,383.0
2245,82103.26071123139,7,8,5477.0
3115,69975.11878689032,7,8,1037.0
2859,823.8619581205237,7,8,383.0
2946,1730.7381898764593,7,8,808.0
2611,2978.83339193352,7,8,1387.0
2259,81744.2949585345,7,8,5463.0
280,4338.3700608889485,7,8,2014.0
2708,163422.99706821635,7,8,2413.0
63,484309.7228693773,7,8,7158.0
1332,4735.94882542787,7,8,2181.0
284,30093.338772030456,7,8,2012.0
2621,20702.69544379509,7,8,1386.0
188,14698.970397462339,7,8,6819.0
2374,23367.05791526821,7,8,1556.0
2972,1739.8399253769455,7,8,806.0
539,119902.74374912285,7,8,3167.0
1334,4709.3268523048455,7,8,2180.0
2891,26212.713664473926,7,8,383.0
1749,509.3094276740567,7,8,238.0
2742,32259.647701875783,7,8,2154.0
2263,82030.72127182293,7,8,5454.0
2994,1732.8368614632611,7,8,805.0
1767,16190.520900859758,7,8,238.0
1346,147543.75286064757,7,8,2176.0
1634,11806.663430171262,7,8,5476.0
1533,2743.8316800066304,7,8,1270.0
2388,103837.96094815264,7,8,1550.0
2131,6805.353914411518,7,8,3157.0
2627,2988.9881921925075,7,8,1382.0
224,14714.161671762124,7,8,6802.0
2269,81686.25071699994,7,8,5443.0
3024,1734.8820665826229,7,8,805.0
324,4322.060118933376,7,8,2005.0
1929,6804.227633187103,7,8,3163.0
2135,118965.9301116585,7,8,3155.0
3026,1747.1652785129495,7,8,805.0
2637,2953.5199732936862,7,8,1381.0
3028,1718.2155384166372,7,8,805.0
2641,94547.8557888235,7,8,1381.0
1658,11778.554462051672,7,8,5468.0
1937,6779.1215393823795,7,8,3159.0
545,117948.027492875,7,8,3150.0
3030,29827.522793864326,7,8,804.0
364,4275.27702763923,7,8,2002.0
1662,11766.448882574212,7,8,5466.0
372,29982.63179627074,7,8,2001.0
614,1445.2352151951677,7,8,671.0
2766,32322.026058564297,7,8,2141.0
1945,118332.23323676095,7,8,3156.0
2279,81577.79869363928,7,8,5430.0
2287,11625.52353333917,7,8,5416.0
2710,89201.67931152144,7,8,2389.0
2165,6727.27486620393,7,8,3130.0
374,30082.56231973344,7,8,1995.0
2297,80851.11325162202,7,8,5408.0
1350,4625.810904191011,7,8,2153.0
2169,6722.516127951568,7,8,3126.0
3131,69527.94719071189,7,8,1027.0
2784,80648.73506603854,7,8,2140.0
1358,4635.803222574446,7,8,2153.0
688,45248.55212232927,7,8,667.0
3044,1726.5490488240107,7,8,795.0
1975,47422.52748693611,7,8,3134.0
384,74323.8672875894,7,8,1989.0
1388,32168.80571292754,7,8,2150.0
2299,80950.10568090569,7,8,5395.0
2400,22974.12495764312,7,8,1535.0
3062,1715.5192838121252,7,8,793.0
2788,79873.55076608724,7,8,2127.0
1979,6748.61927959484,7,8,3128.0
2301,80830.16765745083,7,8,5386.0
103,15227.002717556585,7,8,7052.0
1781,15846.326634057043,7,8,237.0
1392,32253.711937697786,7,8,2147.0
1991,6743.463625029841,7,8,3128.0
2651,2953.726129459049,7,8,1365.0
2404,22830.22789846478,7,8,1529.0
2712,5120.402780626795,7,8,2376.0
111,15187.354409161444,7,8,7040.0
392,4269.797937863592,7,8,1980.0
400,29783.005840049736,7,8,1979.0
1398,144939.32561723853,7,8,2140.0
117,474787.9459297916,7,8,7034.0
2450,22832.329925256116,7,8,1523.0
2095,46595.076147886604,7,8,3109.0
406,133662.7925678021,7,8,1974.0
2474,22805.04812944068,7,8,1519.0
2097,209500.28075603812,7,8,3102.0
3133,2206.070067224449,7,8,1021.0
706,9891.0108087604,7,8,662.0
3165,69121.82454475152,7,8,1021.0
2488,22689.425954031092,7,8,1516.0
716,24766.09265194828,7,8,661.0
1420,4548.628245045839,7,8,2109.0
2498,3246.848710469397,7,8,1510.0
2508,22604.84829577302,7,8,1508.0
1426,4533.911063074706,7,8,2108.0
1789,15955.597302397178,7,8,233.0
2510,101388.98182754456,7,8,1504.0
3169,15239.048218803584,7,8,1010.0
736,24684.207813540364,7,8,656.0
2099,46317.91689900967,7,8,3075.0
1470,4529.47764571924,7,8,2097.0
450,29440.715211358878,7,8,1947.0
3173,15080.396059447921,7,8,1007.0
742,1415.262339372919,7,8,655.0
748,1396.4446129135108,7,8,654.0
756,24387.336247764088,7,8,654.0
482,131069.2264997824,7,8,1942.0
1813,15781.942269772586,7,8,231.0
2512,22482.54610903739,7,8,1494.0
2520,101111.36530111477,7,8,1491.0
772,9718.034425466969,7,8,647.0
786,43309.29843769064,7,8,646.0
2562,22217.847809723968,7,8,1476.0
1869,486.1974679928316,7,8,228.0
1879,499.51312150449417,7,8,228.0
1883,15216.664466575528,7,8,228.0
2584,3156.857433928295,7,8,1469.0
790,24247.937474192477,7,8,641.0
796,9568.131785422318,7,8,638.0
1889,15126.177637038549,7,8,226.0
824,9582.53307746314,7,8,635.0
834,9593.035443673523,7,8,635.0
836,42567.30925103253,7,8,633.0
844,9440.820068453579,7,8,627.0
868,23368.288495693516,7,8,625.0
872,42679.024577622076,7,8,623.0
912,42037.46824482726,7,8,620.0
930,1322.35290603387,7,8,615.0
938,41464.20769228348,7,8,615.0
946,9194.421503887108,7,8,607.0
952,40806.09834005651,7,8,604.0
960,8972.973339630214,7,8,595.0
1038,8957.891489659274,7,8,592.0
1056,8927.604673164959,7,8,591.0
1116,39279.56762000926,7,8,591.0
1146,39399.22466180418,7,8,583.0
1156,8616.50472818834,7,8,570.0
1162,38227.76147687899,7,8,569.0
1196,20683.203405483713,7,8,560.0
1200,8345.606824223438,7,8,558.0
1218,1190.1304188758993,7,8,556.0
1224,8394.659677159128,7,8,556.0
1234,36915.84288810993,7,8,550.0
1244,36490.87571098629,7,8,541.0
1250,35776.66088470052,7,8,535.0
1268,1159.5409704020974,7,8,532.0
1292,1151.4277397390977,7,8,532.0
1477,2719.1818143037062,16,8,1266.0
2684,3056.8742649834417,16,8,1419.0
3270,62076.93868942447,16,8,1637.0
2326,63189.86685032719,16,8,1685.0
3075,69999.75827777517,16,8,1038.0
495,6814.824337144313,16,8,3157.0
2205,81763.83579010394,16,8,5463.0
1570,11763.09729763618,16,8,5505.0
1308,4605.705477127914,16,8,2143.0
1596,12084.855163797782,16,8,5597.0
2599,51059.38602568596,16,8,1373.0
566,1394.3804865401123,16,8,650.0
1485,2753.9877463008843,16,8,1266.0
1572,11907.114595584728,16,8,5500.0
570,23961.20040586977,16,8,650.0
2910,1778.556935290473,16,8,823.0
505,117499.31352522303,16,8,3150.0
2912,1774.4904349086723,16,8,823.0
1933,47618.783040168724,16,8,3183.0
2209,81349.99169011596,16,8,5450.0
136,255175.35865257643,16,8,6803.0
1584,11844.680750160736,16,8,5494.0
2760,4705.61544018404,16,8,2169.0
3276,3512.175554679398,16,8,1630.0
2328,113447.2171251481,16,8,1675.0
2930,1768.2215882340176,16,8,821.0
2175,6966.924233833121,16,8,3245.0
264,32003.613790141248,16,8,2115.0
1636,12072.393716226718,16,8,5579.0
2179,121128.13943507636,16,8,3242.0
2235,81423.84289448046,16,8,5440.0
1683,534.6004836994018,16,8,247.0
2784,81885.75739226282,16,8,2164.0
1945,120211.0156055105,16,8,3173.0
509,6738.8888251442595,16,8,3132.0
1513,2706.5752582744526,16,8,1256.0
1350,4615.221634041779,16,8,2134.0
1693,534.0369338398608,16,8,247.0
582,24351.366145501353,16,8,645.0
144,14571.767870846086,16,8,6770.0
1354,4592.928392195038,16,8,2134.0
1525,2725.4954921029744,16,8,1255.0
1707,531.8741007608692,16,8,247.0
1709,16603.1206373785,16,8,246.0
3081,2212.781604900402,16,8,1027.0
2970,1760.7566934472536,16,8,817.0
278,142170.78843115378,16,8,2112.0
2273,11722.563243111354,16,8,5425.0
1533,2723.6116984319315,16,8,1255.0
3085,38831.26040398206,16,8,1026.0
158,254006.72227393521,16,8,6762.0
1384,79278.86983505121,16,8,2131.0
2976,1756.0198639421114,16,8,817.0
2291,81198.85915954947,16,8,5422.0
551,6722.477402995737,16,8,3116.0
2671,92180.71380585825,16,8,1362.0
553,117770.90699412231,16,8,3115.0
3002,1757.6727707520515,16,8,816.0
1555,2688.7501053395636,16,8,1253.0
2794,145096.01367653802,16,8,2153.0
3004,1763.4757688530826,16,8,816.0
1961,212305.23092511515,16,8,3153.0
2839,826.9765544061298,16,8,385.0
2301,81171.37763881322,16,8,5407.0
3028,1748.3455440287998,16,8,816.0
119,15314.971209813044,16,8,7119.0
2849,818.9375784602319,16,8,384.0
2853,825.3460318610695,16,8,384.0
658,1379.7088842425806,16,8,639.0
192,14492.65671864939,16,8,6704.0
2344,24869.02206897359,16,8,1655.0
555,6679.852035886953,16,8,3091.0
3091,2197.4321911355255,16,8,1021.0
1406,4560.092473613302,16,8,2116.0
3105,2201.7370147393913,16,8,1020.0
1412,4545.840611789713,16,8,2115.0
2897,824.0181195179476,16,8,384.0
692,42487.30697643986,16,8,639.0
214,100071.38332717531,16,8,6687.0
3056,1745.9349518024092,16,8,809.0
2366,62203.9851545239,16,8,1652.0
3111,2197.5894476269573,16,8,1020.0
2905,833.0211563366313,16,8,384.0
290,77598.63094376975,16,8,2084.0
3123,2223.69521221655,16,8,1019.0
216,99488.96656781557,16,8,6673.0
3125,2213.750904246653,16,8,1019.0
1430,4545.549157886387,16,8,2113.0
1434,4552.032335030643,16,8,2112.0
2675,20318.656233928203,16,8,1347.0
3149,38522.692328215504,16,8,1019.0
1448,4529.625213216581,16,8,2109.0
218,14297.673033207107,16,8,6656.0
1715,16370.773463996646,16,8,246.0
2428,3515.281641850173,16,8,1642.0
2808,79819.25453634297,16,8,2130.0
338,4427.5478795578765,16,8,2074.0
2450,24632.835433297827,16,8,1642.0
352,30991.43724008643,16,8,2073.0
2013,46405.20443581768,16,8,3117.0
2500,3534.7983292342387,16,8,1637.0
714,9381.19083667279,16,8,632.0
2502,3533.631034502789,16,8,1635.0
364,4452.155618031113,16,8,2066.0
2015,46839.04041862982,16,8,3114.0
3163,37771.14053405093,16,8,1011.0
2530,3517.8040967538363,16,8,1635.0
2570,24267.25436803546,16,8,1634.0
406,139020.7518793302,16,8,2065.0
730,9356.995477567834,16,8,631.0
2812,4578.458199019283,16,8,2122.0
2027,46373.80812716408,16,8,3109.0
3171,68529.14986387601,16,8,1006.0
758,9496.791248661013,16,8,630.0
1731,520.9895086235912,16,8,243.0
2033,117556.849737442,16,8,3106.0
1745,524.7110080902393,16,8,242.0
1763,16435.941494155428,16,8,242.0
782,42662.707598076646,16,8,628.0
2051,46295.00255404438,16,8,3082.0
2057,6625.536346599831,16,8,3075.0
2073,207863.70447533793,16,8,3069.0
3203,2148.0642171950058,16,8,996.0
3211,2151.3987977066126,16,8,996.0
3215,15064.947439350226,16,8,996.0
458,4388.132111341162,16,8,2035.0
1769,16020.659342621871,16,8,241.0
472,4389.807076701544,16,8,2032.0
790,23156.992869241116,16,8,622.0
792,1340.46229326445,16,8,619.0
794,9233.405661634557,16,8,619.0
824,9090.687442171193,16,8,617.0
2109,6547.775518312064,16,8,3028.0
1801,15956.81890715695,16,8,237.0
856,1328.7878732793822,16,8,615.0
872,41124.686858502086,16,8,613.0
1831,502.2360873176388,16,8,236.0
876,9027.289810035805,16,8,605.0
1837,509.15790423172535,16,8,236.0
1871,3592.7992740003065,16,8,236.0
880,23007.98254064727,16,8,605.0
1873,505.8874599583445,16,8,235.0
1887,501.49857101828604,16,8,235.0
1891,510.69099091134075,16,8,235.0
884,39849.59662107096,16,8,597.0
888,22349.046125403456,16,8,590.0
898,39447.83357837735,16,8,588.0
902,8708.75753855818,16,8,580.0
908,1244.92304812505,16,8,580.0
926,1253.1792592977345,16,8,580.0
938,39002.270955394764,16,8,580.0
946,8481.651584817037,16,8,574.0
982,21822.48757117993,16,8,574.0
988,1218.4805446706919,16,8,566.0
990,21533.31984280918,16,8,566.0
1006,1204.0315144283852,16,8,563.0
1014,8382.573797269964,16,8,563.0
1020,21343.41561089038,16,8,562.0
1028,37632.41253567273,16,8,558.0
1036,8386.021772373326,16,8,554.0
1038,8217.163725626715,16,8,553.0
1066,8317.82196838271,16,8,553.0
1076,20758.09031532817,16,8,553.0
1096,8231.88994520345,16,8,550.0
1114,20675.296877162793,16,8,548.0
1120,36439.66882730166,16,8,543.0
1122,7908.973938429622,16,8,533.0
1144,1145.3574554417778,16,8,531.0
1156,8042.3289804776405,16,8,531.0
1184,20200.67261251617,16,8,530.0
1226,19642.054732555214,16,8,524.0
1250,35111.65984237809,16,8,520.0
1254,34723.80699247842,16,8,518.0
1270,35055.24315439553,16,8,515.0
1280,34686.672988274215,16,8,510.0
1284,33920.39659858236,16,8,504.0
3259,158255.2103684926,19,8,2352.0
2201,11870.071235046766,19,8,5491.0
2587,2939.5324188840045,19,8,1355.0
21,271212.22664899594,19,8,7196.0
1304,32810.227358418175,19,8,2191.0
2352,3500.074068509944,19,8,1615.0
2714,36246.617869022644,19,8,2433.0
2726,32574.81223180491,19,8,2158.0
2225,82362.93108704279,19,8,5485.0
2354,3464.532683668782,19,8,1613.0
1578,11910.48495561019,19,8,5508.0
1596,11906.691176291719,19,8,5517.0
1677,15928.0638446801,19,8,234.0
5,10739.22031230696,19,8,4971.0
2356,24075.41935230531,19,8,1613.0
3079,2069.5723945932264,19,8,964.0
3270,61808.910319274466,19,8,1644.0
2599,50400.121119077,19,8,1354.0
1584,11851.754955036467,19,8,5505.0
1931,47918.284233051774,19,8,3193.0
140,460596.32794428896,19,8,6832.0
1308,4717.8198143119325,19,8,2185.0
2149,6982.525041310929,19,8,3260.0
2835,937.0715714360844,19,8,435.0
2728,32123.734538644647,19,8,2155.0
527,6894.561913957767,19,8,3204.0
618,1393.9827596082155,19,8,650.0
3099,2079.2835899414035,19,8,962.0
2380,107262.31231937879,19,8,1607.0
1620,11873.923135062023,19,8,5502.0
2243,82271.91382658799,19,8,5476.0
626,9565.772441889796,19,8,649.0
3111,2068.833406356906,19,8,961.0
2865,939.3548459698006,19,8,435.0
3119,2079.126389531099,19,8,959.0
1634,11872.189967548811,19,8,5496.0
2605,51133.642028969494,19,8,1349.0
545,120319.83345208688,19,8,3196.0
1509,86507.35600311382,19,8,1273.0
294,30070.63606644897,19,8,2012.0
2881,930.9832589403192,19,8,434.0
2289,367540.04698036704,19,8,5463.0
3278,110802.26301090399,19,8,1634.0
1648,11828.814433398215,19,8,5491.0
2887,29378.530784764243,19,8,434.0
1334,4706.969874398961,19,8,2172.0
2748,4624.521354492463,19,8,2144.0
3145,64492.97901158653,19,8,958.0
646,1392.6759746838065,19,8,647.0
2952,1788.4974585660532,19,8,834.0
2001,47727.53384971388,19,8,3175.0
1656,11865.548450875183,19,8,5488.0
652,1383.391158889529,19,8,647.0
1662,11812.827581976113,19,8,5484.0
2976,1795.7596858652428,19,8,833.0
1352,4651.733863459726,19,8,2169.0
312,30096.23775074161,19,8,2008.0
1360,147194.44609338228,19,8,2169.0
676,24414.426473551848,19,8,647.0
2774,4582.904080643056,19,8,2140.0
3002,1792.023405677227,19,8,832.0
1691,15601.413450684066,19,8,231.0
324,4303.481363665327,19,8,2003.0
549,6846.349043817171,19,8,3182.0
2796,79272.46885021945,19,8,2137.0
2613,50522.03764835313,19,8,1338.0
150,457190.96476623486,19,8,6760.0
348,4325.713009264434,19,8,2002.0
557,47818.55113057149,19,8,3180.0
2085,118786.36610298915,19,8,3160.0
2388,107325.41369985984,19,8,1587.0
372,30241.59677877845,19,8,1997.0
376,73974.25906290437,19,8,1992.0
2808,79914.33101111272,19,8,2122.0
688,44217.93868821745,19,8,646.0
3157,2050.4834189896865,19,8,944.0
3068,1772.0527073771805,19,8,827.0
2641,89927.18267495533,19,8,1327.0
1519,47922.85805831377,19,8,1260.0
2311,11580.395865046541,19,8,5405.0
3177,2023.6256130930617,19,8,944.0
3284,3475.5548433324893,19,8,1616.0
2093,212424.05527817542,19,8,3144.0
3296,3490.4672102261097,19,8,1616.0
390,29669.614085402816,19,8,1978.0
3227,2043.4008308991847,19,8,941.0
1362,4667.040519162075,19,8,2152.0
3237,2003.3367522863064,19,8,940.0
394,4250.666662057798,19,8,1972.0
1695,482.4274952400324,19,8,229.0
2812,4560.989162814419,19,8,2111.0
404,74581.41191271468,19,8,1968.0
1545,2696.7115596672284,19,8,1251.0
1711,484.37356592826575,19,8,229.0
1547,84224.96731053614,19,8,1250.0
1406,4661.837328487317,19,8,2149.0
2398,23464.767091423,19,8,1570.0
198,100207.54179655449,19,8,6673.0
1412,4625.770116091833,19,8,2148.0
1735,15732.806011456229,19,8,229.0
408,4224.5322511846225,19,8,1960.0
2418,59251.192298401766,19,8,1567.0
1424,4602.023039077153,19,8,2148.0
706,9616.235271775266,19,8,640.0
1434,4585.792746464831,19,8,2146.0
428,29562.537110722573,19,8,1958.0
208,14329.659026555935,19,8,6657.0
210,14378.508218256642,19,8,6653.0
1448,4615.5647739214655,19,8,2142.0
224,14308.854674520388,19,8,6647.0
720,1367.0755126771846,19,8,635.0
430,4212.7708119106765,19,8,1955.0
724,1359.6490318991732,19,8,635.0
234,14297.310604738082,19,8,6639.0
446,29210.662786756853,19,8,1952.0
2659,19424.340631955016,19,8,1314.0
2420,23183.092945917528,19,8,1557.0
804,9445.78371331127,19,8,634.0
2661,2835.022462094703,19,8,1311.0
