road	R587
km	5.632
type	Slab Culvert
lrpName	LRP005c
name	.
length	1.58
condition	A
structureNr	109822
est cost	0
roadName	Thakurgaon Town Old Section (Bus Stand-Railway Station)
chainage	5.632
width	11.85
constructionYear	1995
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.0435
lon	88.42658333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109822&vRoadID=137&vSurveyYear=2004&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109822&vRoadID=137&vSurveyYear=2004&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109822&vRoadID=137&vSurveyYear=2004&vSubdivID=298
