road	R587
km	2.36
type	RCC Girder Bridge
lrpName	LRP002a
name	Tangon Bridge
length	119.2
condition	B
structureNr	118642
est cost	0.067
roadName	Thakurgaon Town Old Section (Bus Stand-Railway Station)
chainage	2.36
width	
constructionYear	
spans	
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.0492219 
lon	88.4578889 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118642&vRoadID=137&vSurveyYear=2013&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118642&vRoadID=137&vSurveyYear=2013&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118642&vRoadID=137&vSurveyYear=2013&vSubdivID=298
