road	R587
km	1.607
type	Slab Culvert
lrpName	LRP001b
name	.
length	2.25
condition	A
structureNr	109788
est cost	0
roadName	Thakurgaon Town Old Section (Bus Stand-Railway Station)
chainage	1.607
width	14.2
constructionYear	1980
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.03222222222222
lon	88.46277777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109788&vRoadID=137&vSurveyYear=2004&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109788&vRoadID=137&vSurveyYear=2004&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109788&vRoadID=137&vSurveyYear=2004&vSubdivID=298
