road	Z3037
km	47.771
type	RCC Girder Bridge
lrpName	LRP048a
name	Chandoshi-2 Bridge
length	8.5
condition	A
structureNr	120603
est cost	0.01
roadName	Bhoradoba-Sagardighi-Ghatail-Bhuanpur Road
chainage	47.771
width	
constructionYear	
spans	
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.4783882 
lon	89.9749993 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120603&vRoadID=251&vSurveyYear=2013&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120603&vRoadID=251&vSurveyYear=2013&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120603&vRoadID=251&vSurveyYear=2013&vSubdivID=535
