road	N105
km	39.09
type	Box Culvert
lrpName	LRP040a
name	MOGORKHAL
length	3
condition	A
structureNr	114481
est cost	0
roadName	Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4)
chainage	39.09
width	21.4
constructionYear	2003
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	23.976138888888887
lon	90.39002777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114481&vRoadID=5&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114481&vRoadID=5&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114481&vRoadID=5&vSurveyYear=2004&vSubdivID=513
