road	Z3707
km	31.335
type	Box Culvert
lrpName	LRP032b
name	LORFRI CHAR BOX CULVERT
length	1
condition	A
structureNr	105285
est cost	0
roadName	Netrokona-Purbadhala-Hugla-Dhobaura Road
chainage	31.335
width	5.66
constructionYear	2000
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Netrokona
lat	25.015722222222223
lon	90.51247222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105285&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105285&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105285&vRoadID=291&vSurveyYear=2004&vSubdivID=533
