road	Z3707
km	14.012
type	Slab Culvert
lrpName	LRP014a
name	ELASHPUR CULVERT
length	1.2
condition	B
structureNr	102056
est cost	0.5
roadName	Netrokona-Purbadhala-Hugla-Dhobaura Road
chainage	14.012
width	5.7
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Netrokona
lat	24.932083333333335
lon	90.61227777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102056&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102056&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102056&vRoadID=291&vSurveyYear=2004&vSubdivID=533
