road	Z5008
km	0.755
type	Slab Culvert
lrpName	LRPSb
name	.
length	1.5
condition	A
structureNr	115772
est cost	0
roadName	Birganj-Khansama-Darwani Road
chainage	0.755
width	7.6
constructionYear	1989
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Dinajpur
lat	25.866083333333336
lon	88.65975
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115772&vRoadID=666&vSurveyYear=2006&vSubdivID=296
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115772&vRoadID=666&vSurveyYear=2006&vSubdivID=296
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115772&vRoadID=666&vSurveyYear=2006&vSubdivID=296
