road	R770
km	1.564
type	Slab Culvert
lrpName	LRP002a
name	.
length	3.95
condition	C
structureNr	103507
est cost	3
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	1.564
width	9.65
constructionYear	1984
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.726666666666667
lon	89.65916666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103507&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103507&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103507&vRoadID=159&vSurveyYear=2004&vSubdivID=320
