road	R770
km	28.47
type	Slab Culvert
lrpName	LRP028a
name	.
length	4.2
condition	C
structureNr	104076
est cost	0.2
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	28.47
width	6.8
constructionYear	1982
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.602416666666667
lon	89.86852777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104076&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104076&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104076&vRoadID=159&vSurveyYear=2004&vSubdivID=319
