road	R770
km	34.996
type	RCC Girder Bridge
lrpName	LRP034b
name	.
length	11.95
condition	C
structureNr	104160
est cost	4
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	34.996
width	6.14
constructionYear	1983
spans	3
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.5975
lon	89.93027777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104160&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104160&vRoadID=159&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104160&vRoadID=159&vSurveyYear=2004&vSubdivID=319
