road	R770
km	1.744
type	Slab Culvert
lrpName	LRP002b
name	.
length	3.67
condition	B
structureNr	103517
est cost	0.01
roadName	Noapara-Bagerhat-Pirojpur Road
chainage	1.744
width	9.77
constructionYear	1985
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.725555555555555
lon	89.66027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103517&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103517&vRoadID=159&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103517&vRoadID=159&vSurveyYear=2004&vSubdivID=320
