road	Z1814
km	0.186
type	Slab Culvert
lrpName	LRPSb
name	.
length	2
condition	A
structureNr	117975
est cost	0
roadName	Bangalhalia-Rajasthali-Farua-Bilaichhari-Barkal Road
chainage	0.186
width	7.5
constructionYear	2005
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Chandraghona
lat	22.374277777777777
lon	92.1453888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117975&vRoadID=349&vSurveyYear=2006&vSubdivID=568
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117975&vRoadID=349&vSurveyYear=2006&vSubdivID=568
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117975&vRoadID=349&vSurveyYear=2006&vSubdivID=568
