road	N516
km	6.611
type	Box Culvert
lrpName	LRP007d
name	.
length	5.18
condition	A
structureNr	110337
est cost	0
roadName	Naogaon Town By-Pass Road
chainage	6.611
width	10.95
constructionYear	1995
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.817777777777778
lon	88.96805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110337&vRoadID=43&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110337&vRoadID=43&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110337&vRoadID=43&vSurveyYear=2004&vSubdivID=305
