road	R685
km	53.717
type	RCC Girder Bridge
lrpName	LRP054a
name	Satihat Bridge
length	18.37
condition	A
structureNr	118776
est cost	0
roadName	Rajshahi (Bindur More)-Nawhata-Chowmasia Road
chainage	53.717
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.8038333 
lon	88.7489719 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118776&vRoadID=144&vSurveyYear=2013&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118776&vRoadID=144&vSurveyYear=2013&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118776&vRoadID=144&vSurveyYear=2013&vSubdivID=305
