road	R280
km	0.485
type	RCC Bridge
lrpName	LRPSa
name	Dashan Daure Bridge
length	17.25
condition	A
structureNr	120744
est cost	0
roadName	Sylhet-Sunamganj Road
chainage	0.485
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	24.9058889 
lon	91.8652778 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120744&vRoadID=101&vSurveyYear=2013&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120744&vRoadID=101&vSurveyYear=2013&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120744&vRoadID=101&vSurveyYear=2013&vSubdivID=801
