road	R280
km	23.435
type	RCC Girder Bridge
lrpName	LRP023a
name	Takirai Bridge
length	26.5
condition	B
structureNr	119962
est cost	0.514
roadName	Sylhet-Sunamganj Road
chainage	23.435
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	24.9379997 
lon	91.6543333 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119962&vRoadID=101&vSurveyYear=2013&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119962&vRoadID=101&vSurveyYear=2013&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119962&vRoadID=101&vSurveyYear=2013&vSubdivID=556
