road	R280
km	45.27
type	RCC Girder Bridge
lrpName	LRP045a
name	PAGLA BAZAR BRIDGE.
length	30.7
condition	A
structureNr	101570
est cost	0
roadName	Sylhet-Sunamganj Road
chainage	45.27
width	9.8
constructionYear	1992
spans	3
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	24.928250000000002
lon	91.44766666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101570&vRoadID=101&vSurveyYear=2004&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101570&vRoadID=101&vSurveyYear=2004&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101570&vRoadID=101&vSurveyYear=2004&vSubdivID=556
