road	R280
km	51.072
type	PC Girder Bridge
lrpName	LRP051c
name	Joykalas Bridge
length	135
condition	B
structureNr	119981
est cost	0.94
roadName	Sylhet-Sunamganj Road
chainage	51.072
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Sunamganj
lat	24.945702489814813
lon	91.39911132222221
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119981&vRoadID=101&vSurveyYear=2013&vSubdivID=557
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119981&vRoadID=101&vSurveyYear=2013&vSubdivID=557
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119981&vRoadID=101&vSurveyYear=2013&vSubdivID=557
