road	R151
km	38.56
type	Box Culvert
lrpName	LRP040d
name	KAGIR HAT BOX CULVERT
length	12.5
condition	C
structureNr	114195
est cost	2.5
roadName	Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road
chainage	38.56
width	6.6
constructionYear	1998
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.75938888888889
lon	91.73433333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114195&vRoadID=79&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114195&vRoadID=79&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114195&vRoadID=79&vSurveyYear=2004&vSubdivID=270
