road	R151
km	4.272
type	Slab Culvert
lrpName	LRP004e
name	KORER HAT BAZER
length	1.8
condition	B
structureNr	104885
est cost	1.8
roadName	Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road
chainage	4.272
width	9.1
constructionYear	1976
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.926305555555558
lon	91.55225
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104885&vRoadID=79&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104885&vRoadID=79&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104885&vRoadID=79&vSurveyYear=2004&vSubdivID=271
