road	Z3707
km	0.314
type	Slab Culvert
lrpName	LRPSa
name	KALIBARI MORE
length	1
condition	C
structureNr	105287
est cost	0.6
roadName	Netrokona-Purbadhala-Hugla-Dhobaura Road
chainage	0.314
width	6.5
constructionYear	1990
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Netrokona
lat	24.886333333333333
lon	90.72741666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105287&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105287&vRoadID=291&vSurveyYear=2004&vSubdivID=533
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105287&vRoadID=291&vSurveyYear=2004&vSubdivID=533
