road	Z8711
km	0.522
type	Slab Culvert
lrpName	LRPSc
name	.
length	1.65
condition	A
structureNr	113278
est cost	0
roadName	Bhandaria-Banaihat Road
chainage	0.522
width	9.5
constructionYear	1988
spans	1
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.48286111111111
lon	90.06197222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113278&vRoadID=784&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113278&vRoadID=784&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113278&vRoadID=784&vSurveyYear=2004&vSubdivID=339
