road	Z5703
km	21.905
type	Box Culvert
lrpName	LRP021b
name	.
length	2.6
condition	A
structureNr	113073
est cost	0
roadName	Jaldhaka-Dimla-Tunirhat Road
chainage	21.905
width	7.9
constructionYear	1996
spans	1
zone	Rangpur
circle	Dinajpur
division	Nilphamari
sub-division	Nilphamari
lat	26.146722222222223
lon	88.92236111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113073&vRoadID=684&vSurveyYear=2004&vSubdivID=300
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113073&vRoadID=684&vSurveyYear=2004&vSubdivID=300
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113073&vRoadID=684&vSurveyYear=2004&vSubdivID=300
